5,0.5,0.5,0.02,0.233007556675
5,0.5,0.5,0.04,0.22923929471
5,0.5,0.5,0.06,0.220977329975
5,0.5,0.5,0.08,0.216685138539
5,0.5,0.5,0.1,0.217793450882
5,0.5,0.5,0.12,0.207717884131
5,0.5,0.5,0.14,0.212050377834
5,0.5,0.5,0.16,0.221924433249
5,0.5,0.5,0.18,0.215375314861
5,0.5,0.6,0.02,0.233128463476
5,0.5,0.6,0.04,0.230549118388
5,0.5,0.6,0.06,0.226458438287
5,0.5,0.6,0.08,0.225329974811
5,0.5,0.6,0.1,0.221460957179
5,0.5,0.6,0.12,0.224100755668
5,0.5,0.6,0.14,0.222690176322
5,0.5,0.6,0.16,0.221098236776
5,0.5,0.6,0.18,0.223556675063
5,0.5,0.7,0.02,0.228312342569
5,0.5,0.7,0.04,0.229521410579
5,0.5,0.7,0.06,0.231476070529
5,0.5,0.7,0.08,0.220675062972
5,0.5,0.7,0.1,0.227848866499
5,0.5,0.7,0.12,0.217511335013
5,0.5,0.7,0.14,0.223979848866
5,0.5,0.7,0.16,0.231133501259
5,0.5,0.7,0.18,0.226639798489
5,0.5,0.8,0.02,0.232584382872
5,0.5,0.8,0.04,0.232604534005
5,0.5,0.8,0.06,0.228997481108
5,0.5,0.8,0.08,0.228151133501
5,0.5,0.8,0.1,0.224382871537
5,0.5,0.8,0.12,0.219707808564
5,0.5,0.8,0.14,0.218861460957
5,0.5,0.8,0.16,0.21835768262
5,0.5,0.8,0.18,0.218942065491
5,0.5,0.9,0.02,0.231455919395
5,0.5,0.9,0.04,0.230206549118
5,0.5,0.9,0.06,0.225632241814
5,0.5,0.9,0.08,0.227385390428
5,0.5,0.9,0.1,0.219264483627
5,0.5,0.9,0.12,0.220171284635
5,0.5,0.9,0.14,0.214347607053
5,0.5,0.9,0.16,0.211264483627
5,0.5,0.9,0.18,0.21962720403
5,0.5,1.0,0.02,0.230831234257
5,0.5,1.0,0.04,0.225753148615
5,0.5,1.0,0.06,0.223717884131
5,0.5,1.0,0.08,0.228272040302
5,0.5,1.0,0.1,0.222811083123
5,0.5,1.0,0.12,0.222267002519
5,0.5,1.0,0.14,0.226236775819
5,0.5,1.0,0.16,0.217188916877
5,0.5,1.0,0.18,0.223173803526
5,0.6,0.5,0.02,0.230972292191
5,0.6,0.5,0.04,0.232060453401
5,0.6,0.5,0.06,0.231818639798
5,0.6,0.5,0.08,0.225410579345
5,0.6,0.5,0.1,0.222267002519
5,0.6,0.5,0.12,0.221944584383
5,0.6,0.5,0.14,0.218639798489
5,0.6,0.5,0.16,0.223697732997
5,0.6,0.5,0.18,0.221763224181
5,0.6,0.6,0.02,0.234458438287
5,0.6,0.6,0.04,0.231959697733
5,0.6,0.6,0.06,0.223294710327
5,0.6,0.6,0.08,0.220191435768
5,0.6,0.6,0.1,0.221501259446
5,0.6,0.6,0.12,0.219989924433
5,0.6,0.6,0.14,0.208564231738
5,0.6,0.6,0.16,0.218216624685
5,0.6,0.6,0.18,0.219768261965
5,0.6,0.7,0.02,0.227506297229
5,0.6,0.7,0.04,0.226136020151
5,0.6,0.7,0.06,0.225571788413
5,0.6,0.7,0.08,0.230831234257
5,0.6,0.7,0.1,0.217088161209
5,0.6,0.7,0.12,0.224241813602
5,0.6,0.7,0.14,0.220231738035
5,0.6,0.7,0.16,0.213944584383
5,0.6,0.7,0.18,0.214065491184
5,0.6,0.8,0.02,0.232947103275
5,0.6,0.8,0.04,0.223939546599
5,0.6,0.8,0.06,0.228977329975
5,0.6,0.8,0.08,0.225652392947
5,0.6,0.8,0.1,0.219889168766
5,0.6,0.8,0.12,0.226659949622
5,0.6,0.8,0.14,0.221098236776
5,0.6,0.8,0.16,0.221541561713
5,0.6,0.8,0.18,0.209450881612
5,0.6,0.9,0.02,0.229259445844
5,0.6,0.9,0.04,0.234377833753
5,0.6,0.9,0.06,0.227808564232
5,0.6,0.9,0.08,0.225531486146
5,0.6,0.9,0.1,0.22474559194
5,0.6,0.9,0.12,0.223415617128
5,0.6,0.9,0.14,0.216100755668
5,0.6,0.9,0.16,0.218216624685
5,0.6,0.9,0.18,0.216503778338
5,0.6,1.0,0.02,0.225108312343
5,0.6,1.0,0.04,0.223637279597
5,0.6,1.0,0.06,0.22682115869
5,0.6,1.0,0.08,0.221420654912
5,0.6,1.0,0.1,0.220231738035
5,0.6,1.0,0.12,0.216221662469
5,0.6,1.0,0.14,0.224987405542
5,0.6,1.0,0.16,0.220070528967
5,0.6,1.0,0.18,0.213682619647
5,0.7,0.5,0.02,0.234438287154
5,0.7,0.5,0.04,0.22917884131
5,0.7,0.5,0.06,0.227828715365
5,0.7,0.5,0.08,0.222871536524
5,0.7,0.5,0.1,0.220211586902
5,0.7,0.5,0.12,0.219607052897
5,0.7,0.5,0.14,0.228977329975
5,0.7,0.5,0.16,0.214911838791
5,0.7,0.5,0.18,0.208685138539
5,0.7,0.6,0.02,0.230710327456
5,0.7,0.6,0.04,0.227244332494
5,0.7,0.6,0.06,0.225471032746
5,0.7,0.6,0.08,0.230146095718
5,0.7,0.6,0.1,0.219808564232
5,0.7,0.6,0.12,0.220272040302
5,0.7,0.6,0.14,0.216282115869
5,0.7,0.6,0.16,0.220816120907
5,0.7,0.6,0.18,0.225108312343
5,0.7,0.7,0.02,0.234901763224
5,0.7,0.7,0.04,0.22923929471
5,0.7,0.7,0.06,0.229360201511
5,0.7,0.7,0.08,0.218216624685
5,0.7,0.7,0.1,0.222347607053
5,0.7,0.7,0.12,0.218397984887
5,0.7,0.7,0.14,0.218337531486
5,0.7,0.7,0.16,0.219062972292
5,0.7,0.7,0.18,0.219445843829
